,time,temperature,humidity,wind_speed,pressure
0,2018-01-01T00:00,-17.4,60,15.3,1020.9
1,2018-01-01T01:00,-18.1,61,14.8,1021.1
2,2018-01-01T02:00,-18.6,62,13.8,1021.5
3,2018-01-01T03:00,-19.1,62,13.5,1021.5
4,2018-01-01T04:00,-19.4,61,14.1,1021.2
5,2018-01-01T05:00,-19.6,61,14.6,1021.3
6,2018-01-01T06:00,-19.7,61,15.3,1021.4
7,2018-01-01T07:00,-19.1,60,15.9,1021.3
8,2018-01-01T08:00,-18.2,56,14.2,1021.7
9,2018-01-01T09:00,-16.8,48,16.4,1021.9
10,2018-01-01T10:00,-15.3,42,16.6,1022.1
11,2018-01-01T11:00,-13.8,38,16.1,1021.8
12,2018-01-01T12:00,-12.5,35,16.5,1020.9
13,2018-01-01T13:00,-11.5,33,17.3,1020.4
14,2018-01-01T14:00,-11.2,33,17.5,1020.5
15,2018-01-01T15:00,-11.5,34,17.3,1020.8
16,2018-01-01T16:00,-12.2,38,15.5,1021.3
17,2018-01-01T17:00,-13.4,44,16.1,1022.0
18,2018-01-01T18:00,-14.4,48,15.3,1022.6
19,2018-01-01T19:00,-14.9,54,13.2,1022.9
20,2018-01-01T20:00,-15.1,56,13.3,1022.9
21,2018-01-01T21:00,-15.3,57,12.2,1023.1
22,2018-01-01T22:00,-15.2,55,11.4,1022.9
23,2018-01-01T23:00,-15.3,55,10.5,1022.6
24,2018-01-02T00:00,-15.5,56,9.4,1022.1
25,2018-01-02T01:00,-15.6,56,10.5,1021.5
26,2018-01-02T02:00,-15.5,56,11.1,1021.6
27,2018-01-02T03:00,-15.3,56,12.3,1021.3
28,2018-01-02T04:00,-15.2,59,14.4,1021.2
29,2018-01-02T05:00,-14.9,62,16.9,1021.4
30,2018-01-02T06:00,-14.6,64,15.8,1021.9
31,2018-01-02T07:00,-15.2,68,12.6,1023.2
32,2018-01-02T08:00,-14.8,66,12.9,1024.1
33,2018-01-02T09:00,-13.6,57,12.9,1024.4
34,2018-01-02T10:00,-12.3,46,13.6,1024.4
35,2018-01-02T11:00,-11.2,39,13.8,1024.0
36,2018-01-02T12:00,-10.0,35,13.7,1022.4
37,2018-01-02T13:00,-9.1,34,14.8,1021.8
38,2018-01-02T14:00,-8.5,38,14.4,1021.6
39,2018-01-02T15:00,-8.1,42,13.0,1021.4
40,2018-01-02T16:00,-8.5,49,10.1,1021.3
41,2018-01-02T17:00,-9.3,56,11.5,1021.4
42,2018-01-02T18:00,-9.4,56,11.7,1021.3
43,2018-01-02T19:00,-9.8,55,12.8,1021.6
44,2018-01-02T20:00,-9.4,56,14.8,1021.5
45,2018-01-02T21:00,-9.2,59,15.9,1021.3
46,2018-01-02T22:00,-9.0,61,15.6,1021.2
47,2018-01-02T23:00,-9.3,64,15.3,1021.4
48,2018-01-03T00:00,-9.6,65,15.6,1021.4
49,2018-01-03T01:00,-10.0,66,15.3,1021.7
50,2018-01-03T02:00,-10.4,68,14.1,1021.9
51,2018-01-03T03:00,-10.8,69,13.3,1022.0
52,2018-01-03T04:00,-11.1,69,12.0,1021.8
53,2018-01-03T05:00,-11.2,67,10.8,1021.9
54,2018-01-03T06:00,-11.4,66,11.2,1022.6
55,2018-01-03T07:00,-12.1,69,7.7,1023.1
56,2018-01-03T08:00,-10.9,62,7.6,1023.1
57,2018-01-03T09:00,-9.1,54,5.7,1023.3
58,2018-01-03T10:00,-6.5,45,6.3,1023.6
59,2018-01-03T11:00,-4.1,37,9.0,1022.8
60,2018-01-03T12:00,-2.8,31,10.5,1021.6
61,2018-01-03T13:00,-1.6,27,11.6,1020.9
62,2018-01-03T14:00,-1.0,23,12.6,1020.4
63,2018-01-03T15:00,-1.2,26,12.2,1020.2
64,2018-01-03T16:00,-3.0,39,9.4,1019.5
65,2018-01-03T17:00,-5.1,57,12.6,1019.2
66,2018-01-03T18:00,-5.5,62,12.7,1019.5
67,2018-01-03T19:00,-6.7,69,10.9,1019.4
68,2018-01-03T20:00,-6.7,68,9.8,1019.4
69,2018-01-03T21:00,-7.0,68,10.9,1018.6
70,2018-01-03T22:00,-7.1,69,7.3,1018.2
71,2018-01-03T23:00,-6.1,64,0.8,1016.8
72,2018-01-04T00:00,-6.8,67,2.2,1016.0
73,2018-01-04T01:00,-6.6,68,9.5,1014.0
74,2018-01-04T02:00,-6.2,65,10.8,1012.7
75,2018-01-04T03:00,-6.1,67,13.7,1011.0
76,2018-01-04T04:00,-5.9,69,16.3,1010.0
77,2018-01-04T05:00,-6.0,76,21.1,1007.1
78,2018-01-04T06:00,-5.4,85,23.0,1003.8
79,2018-01-04T07:00,-4.7,86,23.0,1000.9
80,2018-01-04T08:00,-3.6,88,25.9,998.3
81,2018-01-04T09:00,-3.4,87,29.5,996.0
82,2018-01-04T10:00,-3.3,90,29.2,992.5
83,2018-01-04T11:00,-3.1,90,30.0,987.5
84,2018-01-04T12:00,-4.0,90,31.5,983.4
85,2018-01-04T13:00,-2.0,88,41.1,978.7
86,2018-01-04T14:00,-1.2,86,41.0,975.9
87,2018-01-04T15:00,-1.0,86,37.6,974.7
88,2018-01-04T16:00,-0.7,86,35.7,974.0
89,2018-01-04T17:00,-2.0,83,35.8,973.9
90,2018-01-04T18:00,-2.6,79,34.5,975.0
91,2018-01-04T19:00,-2.1,72,32.4,977.1
92,2018-01-04T20:00,-3.0,67,32.1,979.1
93,2018-01-04T21:00,-3.9,63,33.1,981.1
94,2018-01-04T22:00,-5.0,62,32.1,983.0
95,2018-01-04T23:00,-5.7,60,29.7,985.1
96,2018-01-05T00:00,-5.8,60,26.9,986.3
97,2018-01-05T01:00,-6.3,61,23.7,987.3
98,2018-01-05T02:00,-6.8,62,20.6,988.9
99,2018-01-05T03:00,-7.4,63,19.8,989.3
100,2018-01-05T04:00,-8.3,65,21.0,990.2
101,2018-01-05T05:00,-9.5,66,23.1,991.2
102,2018-01-05T06:00,-10.7,65,24.5,992.5
103,2018-01-05T07:00,-10.3,64,25.7,993.5
104,2018-01-05T08:00,-11.9,63,25.4,994.2
105,2018-01-05T09:00,-12.8,60,26.3,995.2
106,2018-01-05T10:00,-12.7,55,27.1,995.8
107,2018-01-05T11:00,-12.4,50,26.8,996.4
108,2018-01-05T12:00,-12.2,48,26.4,996.6
109,2018-01-05T13:00,-12.2,47,27.1,997.3
110,2018-01-05T14:00,-12.4,46,27.1,998.3
111,2018-01-05T15:00,-12.9,46,26.4,999.5
112,2018-01-05T16:00,-13.9,51,26.4,1000.7
113,2018-01-05T17:00,-14.9,52,26.8,1001.7
114,2018-01-05T18:00,-15.4,52,27.5,1002.6
115,2018-01-05T19:00,-14.1,53,27.4,1002.8
116,2018-01-05T20:00,-14.5,55,25.6,1003.2
117,2018-01-05T21:00,-14.6,56,26.0,1004.0
118,2018-01-05T22:00,-15.2,57,26.2,1004.9
119,2018-01-05T23:00,-15.8,58,24.8,1005.8
120,2018-01-06T00:00,-16.1,58,24.0,1006.2
121,2018-01-06T01:00,-16.2,58,23.6,1006.7
122,2018-01-06T02:00,-16.2,56,22.9,1007.9
123,2018-01-06T03:00,-16.4,57,21.9,1008.8
124,2018-01-06T04:00,-16.8,58,21.7,1009.1
125,2018-01-06T05:00,-17.1,58,22.0,1009.9
126,2018-01-06T06:00,-17.5,58,22.4,1010.7
127,2018-01-06T07:00,-15.1,50,23.5,1010.5
128,2018-01-06T08:00,-15.4,54,24.1,1010.9
129,2018-01-06T09:00,-14.9,51,22.3,1011.6
130,2018-01-06T10:00,-14.7,49,25.2,1012.3
131,2018-01-06T11:00,-14.3,48,25.0,1012.8
132,2018-01-06T12:00,-13.9,45,23.6,1012.7
133,2018-01-06T13:00,-13.7,44,23.2,1013.5
134,2018-01-06T14:00,-13.8,43,22.3,1014.3
135,2018-01-06T15:00,-14.1,45,21.1,1015.3
136,2018-01-06T16:00,-14.9,51,19.6,1016.3
137,2018-01-06T17:00,-15.9,56,19.4,1017.3
138,2018-01-06T18:00,-16.7,58,17.7,1018.4
139,2018-01-06T19:00,-14.6,56,17.9,1018.1
140,2018-01-06T20:00,-15.0,53,17.6,1019.1
141,2018-01-06T21:00,-15.9,56,16.3,1020.1
142,2018-01-06T22:00,-16.9,57,17.7,1021.2
143,2018-01-06T23:00,-18.2,60,17.7,1022.3
144,2018-01-07T00:00,-18.9,60,17.0,1022.5
145,2018-01-07T01:00,-19.8,62,16.3,1023.4
146,2018-01-07T02:00,-20.5,64,16.5,1024.3
147,2018-01-07T03:00,-21.0,65,16.9,1025.1
148,2018-01-07T04:00,-21.4,65,16.6,1025.9
149,2018-01-07T05:00,-21.7,66,15.3,1026.7
150,2018-01-07T06:00,-22.1,67,13.9,1027.7
151,2018-01-07T07:00,-21.0,64,16.1,1029.0
152,2018-01-07T08:00,-20.5,62,13.2,1029.6
153,2018-01-07T09:00,-19.0,55,10.7,1030.1
154,2018-01-07T10:00,-17.2,49,10.2,1030.8
155,2018-01-07T11:00,-15.4,45,7.7,1030.4
156,2018-01-07T12:00,-13.7,42,6.3,1028.8
157,2018-01-07T13:00,-12.5,41,7.0,1028.3
158,2018-01-07T14:00,-11.7,40,7.9,1027.6
159,2018-01-07T15:00,-11.6,43,8.3,1027.8
160,2018-01-07T16:00,-13.3,56,6.6,1027.5
161,2018-01-07T17:00,-14.0,66,10.8,1027.2
162,2018-01-07T18:00,-14.2,67,11.1,1026.6
163,2018-01-07T19:00,-13.4,61,12.2,1026.6
164,2018-01-07T20:00,-13.4,65,13.4,1025.9
165,2018-01-07T21:00,-13.0,62,17.9,1024.8
166,2018-01-07T22:00,-12.2,70,20.2,1023.8
167,2018-01-07T23:00,-11.2,72,21.1,1022.8
168,2018-01-08T00:00,-10.1,74,21.7,1022.2
169,2018-01-08T01:00,-9.5,71,21.1,1021.5
170,2018-01-08T02:00,-8.9,67,21.4,1021.3
171,2018-01-08T03:00,-7.5,62,22.2,1020.7
172,2018-01-08T04:00,-6.8,59,20.2,1020.3
173,2018-01-08T05:00,-6.4,59,19.4,1019.9
174,2018-01-08T06:00,-5.9,58,19.7,1020.0
175,2018-01-08T07:00,-4.9,56,17.8,1019.8
176,2018-01-08T08:00,-5.3,57,18.3,1020.0
177,2018-01-08T09:00,-4.9,58,14.7,1019.6
178,2018-01-08T10:00,-4.1,60,15.1,1018.6
179,2018-01-08T11:00,-2.7,56,16.3,1017.9
180,2018-01-08T12:00,-1.4,53,16.2,1016.3
181,2018-01-08T13:00,0.3,50,19.7,1014.7
182,2018-01-08T14:00,0.9,58,19.2,1013.6
183,2018-01-08T15:00,1.2,63,22.6,1012.0
184,2018-01-08T16:00,1.6,66,23.9,1012.1
185,2018-01-08T17:00,1.1,71,21.6,1012.3
186,2018-01-08T18:00,0.5,77,19.1,1012.4
187,2018-01-08T19:00,-0.4,81,16.1,1012.7
188,2018-01-08T20:00,-0.7,82,16.1,1012.7
189,2018-01-08T21:00,-1.1,84,16.9,1012.4
190,2018-01-08T22:00,-1.0,84,16.7,1012.3
191,2018-01-08T23:00,-0.6,83,16.1,1011.8
192,2018-01-09T00:00,-0.5,85,14.8,1011.1
193,2018-01-09T01:00,-0.8,87,14.4,1010.4
194,2018-01-09T02:00,-1.4,91,14.7,1010.8
195,2018-01-09T03:00,-2.2,95,13.6,1010.7
196,2018-01-09T04:00,-2.6,94,13.7,1010.6
197,2018-01-09T05:00,-2.7,93,13.4,1010.8
198,2018-01-09T06:00,-2.7,93,14.5,1011.0
199,2018-01-09T07:00,-1.8,90,16.9,1012.0
200,2018-01-09T08:00,-0.8,85,16.5,1012.5
201,2018-01-09T09:00,1.2,75,13.7,1013.2
202,2018-01-09T10:00,2.7,67,16.1,1013.8
203,2018-01-09T11:00,3.5,56,21.0,1013.7
204,2018-01-09T12:00,3.6,52,20.5,1013.4
205,2018-01-09T13:00,3.8,50,19.5,1013.4
206,2018-01-09T14:00,3.8,47,17.8,1014.0
207,2018-01-09T15:00,3.7,49,16.1,1014.9
208,2018-01-09T16:00,2.6,56,14.5,1016.0
209,2018-01-09T17:00,0.6,66,13.3,1017.2
210,2018-01-09T18:00,-0.1,70,14.4,1018.5
211,2018-01-09T19:00,-0.4,72,15.5,1020.2
212,2018-01-09T20:00,-1.6,79,13.0,1021.2
213,2018-01-09T21:00,-2.6,85,13.0,1022.2
214,2018-01-09T22:00,-3.4,86,13.3,1023.2
215,2018-01-09T23:00,-3.8,85,14.1,1024.3
216,2018-01-10T00:00,-4.3,86,13.0,1025.0
217,2018-01-10T01:00,-5.1,89,12.3,1024.9
218,2018-01-10T02:00,-5.6,90,12.4,1025.2
219,2018-01-10T03:00,-6.5,90,10.2,1025.6
220,2018-01-10T04:00,-7.1,88,9.3,1026.3
221,2018-01-10T05:00,-8.2,86,5.5,1027.0
222,2018-01-10T06:00,-8.7,87,6.9,1027.7
223,2018-01-10T07:00,-9.4,85,6.6,1028.3
224,2018-01-10T08:00,-9.8,86,6.5,1029.0
225,2018-01-10T09:00,-5.0,69,5.0,1029.7
226,2018-01-10T10:00,-2.1,57,2.1,1030.1
227,2018-01-10T11:00,-2.1,69,3.3,1029.5
228,2018-01-10T12:00,-0.1,54,4.3,1028.3
229,2018-01-10T13:00,0.6,49,7.4,1027.8
230,2018-01-10T14:00,0.8,48,9.6,1027.5
231,2018-01-10T15:00,0.1,54,9.1,1027.3
232,2018-01-10T16:00,-1.6,71,10.1,1028.1
233,2018-01-10T17:00,-2.8,89,12.3,1028.0
234,2018-01-10T18:00,-2.8,91,12.3,1027.7
235,2018-01-10T19:00,-2.5,91,13.8,1028.2
236,2018-01-10T20:00,-2.1,89,13.9,1027.8
237,2018-01-10T21:00,-1.9,89,15.8,1027.1
238,2018-01-10T22:00,-1.5,86,15.9,1027.0
239,2018-01-10T23:00,-1.1,85,15.5,1027.1
240,2018-01-11T00:00,0.4,81,16.6,1025.8
241,2018-01-11T01:00,0.9,82,17.1,1025.4
242,2018-01-11T02:00,1.6,84,18.2,1025.2
243,2018-01-11T03:00,2.4,84,18.9,1024.8
244,2018-01-11T04:00,3.0,86,19.4,1024.3
245,2018-01-11T05:00,3.5,88,18.7,1024.4
246,2018-01-11T06:00,3.5,91,18.3,1024.5
247,2018-01-11T07:00,3.3,96,15.7,1025.2
248,2018-01-11T08:00,3.8,96,15.5,1025.2
249,2018-01-11T09:00,5.8,89,15.1,1025.7
250,2018-01-11T10:00,7.3,82,13.7,1025.8
251,2018-01-11T11:00,9.0,78,15.8,1025.0
252,2018-01-11T12:00,9.6,76,15.4,1023.9
253,2018-01-11T13:00,10.1,74,14.7,1023.4
254,2018-01-11T14:00,10.4,75,18.2,1023.4
255,2018-01-11T15:00,10.0,77,17.6,1023.4
256,2018-01-11T16:00,8.7,83,17.1,1023.5
257,2018-01-11T17:00,7.2,90,16.3,1023.5
258,2018-01-11T18:00,6.3,95,16.5,1023.4
259,2018-01-11T19:00,6.8,97,16.8,1023.1
260,2018-01-11T20:00,6.6,98,15.7,1022.6
261,2018-01-11T21:00,6.6,99,16.4,1021.9
262,2018-01-11T22:00,7.0,98,18.1,1021.5
263,2018-01-11T23:00,7.3,98,17.3,1021.0
264,2018-01-12T00:00,7.5,95,17.5,1020.3
265,2018-01-12T01:00,7.3,93,16.6,1020.0
266,2018-01-12T02:00,7.8,92,16.4,1019.5
267,2018-01-12T03:00,8.4,92,16.8,1019.0
268,2018-01-12T04:00,8.8,90,15.7,1018.2
269,2018-01-12T05:00,8.6,92,15.9,1017.4
270,2018-01-12T06:00,9.2,93,17.8,1017.1
271,2018-01-12T07:00,9.9,98,19.2,1015.7
272,2018-01-12T08:00,10.8,100,22.5,1014.8
273,2018-01-12T09:00,11.6,96,23.7,1014.2
274,2018-01-12T10:00,12.5,96,26.2,1013.3
275,2018-01-12T11:00,13.8,93,28.8,1012.0
276,2018-01-12T12:00,14.6,90,29.4,1010.3
277,2018-01-12T13:00,13.5,96,29.4,1009.4
278,2018-01-12T14:00,13.2,100,28.7,1008.7
279,2018-01-12T15:00,13.4,100,28.1,1008.2
280,2018-01-12T16:00,13.8,100,28.1,1007.7
281,2018-01-12T17:00,13.8,100,29.2,1006.8
282,2018-01-12T18:00,13.9,100,30.8,1005.9
283,2018-01-12T19:00,14.5,100,28.4,1004.9
284,2018-01-12T20:00,14.8,100,28.6,1004.0
285,2018-01-12T21:00,14.4,100,26.3,1003.4
286,2018-01-12T22:00,13.7,100,20.8,1002.5
287,2018-01-12T23:00,13.4,100,24.9,1001.7
288,2018-01-13T00:00,13.7,100,25.6,1000.4
289,2018-01-13T01:00,14.1,100,29.7,998.7
290,2018-01-13T02:00,14.1,100,31.6,997.6
291,2018-01-13T03:00,14.7,100,34.5,996.3
292,2018-01-13T04:00,14.3,100,30.4,995.4
293,2018-01-13T05:00,14.7,100,39.4,993.8
294,2018-01-13T06:00,14.3,100,26.2,993.9
295,2018-01-13T07:00,14.7,97,29.8,992.5
296,2018-01-13T08:00,14.1,97,29.3,993.3
297,2018-01-13T09:00,13.9,95,27.4,994.3
298,2018-01-13T10:00,11.2,100,24.9,997.8
299,2018-01-13T11:00,2.2,88,20.8,1002.2
300,2018-01-13T12:00,0.2,62,21.4,1003.6
301,2018-01-13T13:00,0.1,53,20.7,1005.3
302,2018-01-13T14:00,-0.0,50,20.2,1007.4
303,2018-01-13T15:00,-0.6,49,19.1,1009.8
304,2018-01-13T16:00,-1.7,50,17.6,1011.5
305,2018-01-13T17:00,-3.4,53,18.4,1013.4
306,2018-01-13T18:00,-4.7,54,20.2,1015.2
307,2018-01-13T19:00,-4.2,56,18.7,1017.2
308,2018-01-13T20:00,-5.2,56,19.9,1018.2
309,2018-01-13T21:00,-6.4,57,18.6,1019.6
310,2018-01-13T22:00,-7.1,56,16.9,1021.1
311,2018-01-13T23:00,-7.7,55,15.9,1022.8
312,2018-01-14T00:00,-8.3,54,16.3,1023.4
313,2018-01-14T01:00,-8.8,53,17.1,1024.4
314,2018-01-14T02:00,-9.3,52,16.9,1025.7
315,2018-01-14T03:00,-9.9,52,15.9,1026.7
316,2018-01-14T04:00,-10.4,51,15.3,1027.6
317,2018-01-14T05:00,-10.9,50,14.9,1028.1
318,2018-01-14T06:00,-11.3,47,14.2,1029.2
319,2018-01-14T07:00,-10.6,49,13.0,1030.0
320,2018-01-14T08:00,-10.3,46,14.7,1031.0
321,2018-01-14T09:00,-9.3,42,14.9,1031.9
322,2018-01-14T10:00,-8.1,38,14.1,1032.8
323,2018-01-14T11:00,-6.8,31,13.6,1032.7
324,2018-01-14T12:00,-5.7,28,12.6,1031.9
325,2018-01-14T13:00,-5.0,26,11.6,1031.7
326,2018-01-14T14:00,-4.9,26,12.3,1031.9
327,2018-01-14T15:00,-5.1,28,11.7,1033.0
328,2018-01-14T16:00,-5.6,32,9.8,1033.8
329,2018-01-14T17:00,-6.8,36,8.6,1034.8
330,2018-01-14T18:00,-7.3,34,11.0,1035.6
331,2018-01-14T19:00,-7.9,40,10.9,1036.2
332,2018-01-14T20:00,-8.2,41,10.0,1036.6
333,2018-01-14T21:00,-8.7,42,10.2,1036.8
334,2018-01-14T22:00,-8.9,43,10.5,1036.5
335,2018-01-14T23:00,-8.3,45,11.2,1036.5
336,2018-01-15T00:00,-8.1,48,11.6,1036.1
337,2018-01-15T01:00,-8.4,51,13.4,1036.0
338,2018-01-15T02:00,-8.1,53,13.7,1036.3
339,2018-01-15T03:00,-8.0,57,15.1,1036.7
340,2018-01-15T04:00,-8.5,61,15.9,1036.3
341,2018-01-15T05:00,-9.3,64,16.6,1036.4
342,2018-01-15T06:00,-9.8,68,16.2,1036.8
343,2018-01-15T07:00,-9.9,68,15.5,1037.4
344,2018-01-15T08:00,-9.4,65,15.3,1037.7
345,2018-01-15T09:00,-9.2,65,16.0,1037.8
346,2018-01-15T10:00,-8.0,62,16.5,1037.6
347,2018-01-15T11:00,-7.5,59,16.5,1036.3
348,2018-01-15T12:00,-7.0,57,16.5,1034.5
349,2018-01-15T13:00,-6.7,54,15.0,1033.5
350,2018-01-15T14:00,-6.3,51,15.5,1032.9
351,2018-01-15T15:00,-6.5,51,15.3,1033.2
352,2018-01-15T16:00,-6.6,52,15.4,1032.5
353,2018-01-15T17:00,-6.7,49,14.1,1032.2
354,2018-01-15T18:00,-6.7,44,14.0,1032.4
355,2018-01-15T19:00,-7.1,47,13.7,1032.4
356,2018-01-15T20:00,-7.0,48,14.1,1032.2
357,2018-01-15T21:00,-7.0,49,12.3,1031.7
358,2018-01-15T22:00,-7.0,51,10.0,1031.5
359,2018-01-15T23:00,-7.2,54,11.2,1030.9
360,2018-01-16T00:00,-7.3,56,10.8,1030.4
361,2018-01-16T01:00,-7.4,59,9.8,1030.0
362,2018-01-16T02:00,-7.5,61,9.4,1030.1
363,2018-01-16T03:00,-7.7,63,8.7,1029.7
364,2018-01-16T04:00,-7.7,64,8.4,1030.1
365,2018-01-16T05:00,-8.0,66,7.0,1030.3
366,2018-01-16T06:00,-8.6,69,6.1,1030.4
367,2018-01-16T07:00,-6.9,67,1.8,1030.6
368,2018-01-16T08:00,-5.7,67,2.0,1030.6
369,2018-01-16T09:00,-3.5,64,1.1,1030.9
370,2018-01-16T10:00,-1.1,57,4.7,1031.0
371,2018-01-16T11:00,0.7,52,7.3,1030.0
372,2018-01-16T12:00,1.7,50,8.9,1028.7
373,2018-01-16T13:00,2.7,47,11.0,1027.8
374,2018-01-16T14:00,3.4,47,11.1,1027.4
375,2018-01-16T15:00,3.4,49,9.7,1027.5
376,2018-01-16T16:00,2.0,57,7.9,1027.7
377,2018-01-16T17:00,0.1,70,9.7,1027.9
378,2018-01-16T18:00,-0.8,82,9.6,1028.1
379,2018-01-16T19:00,-1.6,93,9.4,1028.7
380,2018-01-16T20:00,-1.3,92,7.7,1028.4
381,2018-01-16T21:00,-1.3,91,8.7,1028.0
382,2018-01-16T22:00,-1.6,92,9.5,1027.5
383,2018-01-16T23:00,-1.5,91,8.7,1027.1
384,2018-01-17T00:00,-1.1,89,8.4,1026.3
385,2018-01-17T01:00,-0.7,87,9.7,1025.8
386,2018-01-17T02:00,-0.8,87,9.8,1025.4
387,2018-01-17T03:00,-0.6,81,10.0,1025.4
388,2018-01-17T04:00,-0.5,82,9.4,1024.4
389,2018-01-17T05:00,-0.8,90,9.0,1023.8
390,2018-01-17T06:00,-0.8,95,6.6,1023.3
391,2018-01-17T07:00,-1.0,96,5.9,1022.9
392,2018-01-17T08:00,-0.7,97,5.9,1022.9
393,2018-01-17T09:00,0.3,95,6.8,1022.4
394,2018-01-17T10:00,1.4,92,5.5,1022.0
395,2018-01-17T11:00,1.7,92,5.7,1020.9
396,2018-01-17T12:00,1.6,94,6.7,1019.0
397,2018-01-17T13:00,2.0,93,7.8,1017.9
398,2018-01-17T14:00,1.5,97,7.8,1017.2
399,2018-01-17T15:00,1.5,96,7.6,1016.7
400,2018-01-17T16:00,1.0,98,6.8,1016.7
401,2018-01-17T17:00,0.5,99,6.5,1016.4
402,2018-01-17T18:00,0.3,98,6.9,1016.3
403,2018-01-17T19:00,-0.5,98,6.8,1016.1
404,2018-01-17T20:00,-0.6,98,6.4,1015.7
405,2018-01-17T21:00,-0.6,98,5.8,1015.9
406,2018-01-17T22:00,-0.7,98,7.9,1015.4
407,2018-01-17T23:00,-0.7,97,11.8,1015.2
408,2018-01-18T00:00,-1.1,95,14.5,1014.3
409,2018-01-18T01:00,-2.7,92,12.5,1013.5
410,2018-01-18T02:00,-4.4,90,12.5,1013.2
411,2018-01-18T03:00,-5.6,88,10.0,1013.5
412,2018-01-18T04:00,-6.3,87,8.9,1013.2
413,2018-01-18T05:00,-6.9,82,13.1,1012.3
414,2018-01-18T06:00,-7.6,78,13.6,1012.2
415,2018-01-18T07:00,-7.4,79,15.3,1012.1
416,2018-01-18T08:00,-6.5,72,10.7,1011.6
417,2018-01-18T09:00,-4.4,59,7.7,1012.0
418,2018-01-18T10:00,-2.2,50,8.9,1011.8
419,2018-01-18T11:00,-0.5,42,9.7,1011.1
420,2018-01-18T12:00,0.8,38,10.7,1009.8
421,2018-01-18T13:00,1.6,37,12.5,1008.6
422,2018-01-18T14:00,1.7,39,11.7,1007.9
423,2018-01-18T15:00,1.1,43,10.6,1008.2
424,2018-01-18T16:00,-0.5,51,9.7,1008.2
425,2018-01-18T17:00,-2.5,57,11.3,1008.7
426,2018-01-18T18:00,-3.1,58,13.6,1009.4
427,2018-01-18T19:00,-4.8,68,9.9,1010.2
428,2018-01-18T20:00,-4.6,70,13.5,1010.7
429,2018-01-18T21:00,-4.8,72,14.6,1011.1
430,2018-01-18T22:00,-5.1,73,14.7,1011.3
431,2018-01-18T23:00,-5.4,73,14.3,1011.6
432,2018-01-19T00:00,-5.6,73,13.7,1011.4
433,2018-01-19T01:00,-5.9,74,11.8,1010.8
434,2018-01-19T02:00,-6.0,73,12.4,1011.3
435,2018-01-19T03:00,-6.0,73,10.6,1011.4
436,2018-01-19T04:00,-6.0,73,9.4,1011.3
437,2018-01-19T05:00,-5.6,71,9.8,1011.9
438,2018-01-19T06:00,-5.8,72,8.7,1012.1
439,2018-01-19T07:00,-5.8,72,9.6,1012.1
440,2018-01-19T08:00,-4.8,69,11.2,1012.7
441,2018-01-19T09:00,-2.9,62,9.8,1013.0
442,2018-01-19T10:00,-1.1,57,9.5,1012.9
443,2018-01-19T11:00,0.4,53,8.8,1012.2
444,2018-01-19T12:00,1.6,49,8.3,1010.6
445,2018-01-19T13:00,2.5,45,9.4,1010.0
446,2018-01-19T14:00,3.0,43,10.8,1010.0
447,2018-01-19T15:00,2.7,45,10.8,1010.1
448,2018-01-19T16:00,1.4,52,7.5,1010.3
449,2018-01-19T17:00,-0.9,60,10.9,1010.6
450,2018-01-19T18:00,-1.6,62,10.5,1010.7
451,2018-01-19T19:00,-2.8,69,9.8,1010.9
452,2018-01-19T20:00,-2.5,69,10.5,1011.2
453,2018-01-19T21:00,-2.5,69,10.1,1011.2
454,2018-01-19T22:00,-2.5,66,12.5,1010.9
455,2018-01-19T23:00,-2.4,64,13.0,1010.2
456,2018-01-20T00:00,-2.3,64,13.4,1008.9
457,2018-01-20T01:00,-2.1,66,13.9,1007.7
458,2018-01-20T02:00,-1.4,65,14.3,1007.4
459,2018-01-20T03:00,0.0,60,14.6,1006.6
460,2018-01-20T04:00,1.3,54,17.1,1006.1
461,2018-01-20T05:00,0.7,56,18.8,1005.3
462,2018-01-20T06:00,1.0,57,20.4,1004.5
463,2018-01-20T07:00,1.7,56,20.4,1003.8
464,2018-01-20T08:00,2.1,54,19.6,1003.6
465,2018-01-20T09:00,3.9,49,15.7,1003.8
466,2018-01-20T10:00,4.9,47,15.6,1003.9
467,2018-01-20T11:00,7.8,42,18.5,1004.1
468,2018-01-20T12:00,8.5,42,20.3,1002.7
469,2018-01-20T13:00,8.9,41,20.0,1002.4
470,2018-01-20T14:00,8.5,45,16.3,1003.0
471,2018-01-20T15:00,8.1,48,16.3,1004.1
472,2018-01-20T16:00,7.3,51,15.6,1005.2
473,2018-01-20T17:00,5.7,56,15.1,1006.0
474,2018-01-20T18:00,4.7,60,14.5,1007.0
475,2018-01-20T19:00,4.0,62,16.3,1008.9
476,2018-01-20T20:00,4.1,62,14.9,1010.1
477,2018-01-20T21:00,3.7,65,13.7,1010.8
478,2018-01-20T22:00,3.1,68,13.3,1011.1
479,2018-01-20T23:00,2.6,71,13.8,1011.9
480,2018-01-21T00:00,1.9,76,12.9,1011.8
481,2018-01-21T01:00,1.3,79,12.2,1011.8
482,2018-01-21T02:00,1.0,81,11.1,1012.3
483,2018-01-21T03:00,0.8,82,11.3,1013.1
484,2018-01-21T04:00,0.4,85,10.5,1013.6
485,2018-01-21T05:00,0.1,86,9.8,1014.5
486,2018-01-21T06:00,-0.1,87,8.7,1015.0
487,2018-01-21T07:00,0.5,84,8.9,1015.7
